record_id,campaign_id,date,spend,impressions,clicks,leads,conversions,revenue,ctr,cpc,data_source
REC_0000749,CAMP_1013,2024-07-16,1711.96,14169,50,2,0,0.0,0.3529,34.24,synthetic
REC_0000750,CAMP_1013,2024-07-17,2177.89,13645,121,9,0,0.0,0.8868,18.0,synthetic
REC_0000751,CAMP_1013,2024-07-18,1389.18,13463,79,2,0,0.0,0.5868,17.58,synthetic
REC_0000752,CAMP_1013,2024-07-19,784.81,6241,58,2,0,0.0,0.9293,13.53,synthetic
REC_0000753,CAMP_1013,2024-07-20,864.47,7033,59,1,0,0.0,0.8389,14.65,synthetic
REC_0000754,CAMP_1013,2024-07-21,884.36,4868,35,2,0,0.0,0.719,25.27,synthetic
REC_0000755,CAMP_1013,2024-07-22,2526.19,23654,151,5,0,0.0,0.6384,16.73,synthetic
REC_0000756,CAMP_1013,2024-07-23,1572.64,12311,47,3,0,0.0,0.3818,33.46,synthetic
REC_0000757,CAMP_1013,2024-07-24,2342.4,9501,75,1,0,0.0,0.7894,31.23,synthetic
REC_0000758,CAMP_1013,2024-07-25,2075.46,19156,185,10,0,0.0,0.9658,11.22,synthetic
REC_0000759,CAMP_1013,2024-07-26,878.03,3604,28,0,0,0.0,0.7769,31.36,synthetic
REC_0000760,CAMP_1013,2024-07-27,1015.29,8342,42,2,0,0.0,0.5035,24.17,synthetic
REC_0000761,CAMP_1013,2024-07-28,875.08,4842,24,1,0,0.0,0.4957,36.46,synthetic
REC_0000762,CAMP_1013,2024-07-29,1863.21,11944,48,1,0,0.0,0.4019,38.82,synthetic
REC_0000763,CAMP_1013,2024-07-30,2395.46,21165,199,15,0,0.0,0.9402,12.04,synthetic
REC_0000764,CAMP_1013,2024-07-31,2516.75,15304,59,1,0,0.0,0.3855,42.66,synthetic
REC_0000765,CAMP_1013,2024-08-01,1875.99,9695,74,3,0,0.0,0.7633,25.35,synthetic
REC_0000766,CAMP_1013,2024-08-02,1242.69,5336,44,1,0,0.0,0.8246,28.24,synthetic
REC_0000767,CAMP_1013,2024-08-03,1335.9,13154,116,6,0,0.0,0.8819,11.52,synthetic
REC_0000768,CAMP_1013,2024-08-04,796.47,6312,50,2,0,0.0,0.7921,15.93,synthetic
REC_0000769,CAMP_1013,2024-08-05,2434.09,13474,105,4,0,0.0,0.7793,23.18,synthetic
REC_0000770,CAMP_1013,2024-08-06,2134.68,10589,48,1,0,0.0,0.4533,44.47,synthetic
REC_0000771,CAMP_1013,2024-08-07,2435.37,16045,111,7,0,0.0,0.6918,21.94,synthetic
REC_0000772,CAMP_1013,2024-08-08,1445.46,10553,96,5,0,0.0,0.9097,15.06,synthetic
REC_0000773,CAMP_1013,2024-08-09,926.05,5014,19,0,0,0.0,0.3789,48.74,synthetic
REC_0000774,CAMP_1013,2024-08-10,843.95,6825,37,2,0,0.0,0.5421,22.81,synthetic
REC_0000775,CAMP_1013,2024-08-11,825.04,4490,24,0,0,0.0,0.5345,34.38,synthetic
REC_0000776,CAMP_1013,2024-08-12,2055.76,14019,130,8,0,0.0,0.9273,15.81,synthetic
REC_0000777,CAMP_1013,2024-08-13,1445.99,9430,32,1,0,0.0,0.3393,45.19,synthetic
REC_0000778,CAMP_1013,2024-08-14,2013.31,12803,50,1,0,0.0,0.3905,40.27,synthetic
REC_0000779,CAMP_1013,2024-08-15,2156.55,17237,112,2,0,0.0,0.6498,19.25,synthetic
REC_0000780,CAMP_1013,2024-08-16,830.65,4991,29,0,0,0.0,0.581,28.64,synthetic
REC_0000781,CAMP_1013,2024-08-17,1279.17,5401,49,1,0,0.0,0.9072,26.11,synthetic
REC_0000782,CAMP_1013,2024-08-18,1162.4,6379,55,2,0,0.0,0.8622,21.13,synthetic
REC_0000783,CAMP_1013,2024-08-19,2383.86,17371,69,4,0,0.0,0.3972,34.55,synthetic
REC_0000784,CAMP_1013,2024-08-20,1893.47,17348,68,1,0,0.0,0.392,27.85,synthetic
REC_0000785,CAMP_1013,2024-08-21,1468.09,9220,33,1,0,0.0,0.3579,44.49,synthetic
REC_0000786,CAMP_1014,2024-03-06,1364.83,19285,756,64,2,4336.32,3.9201,1.81,synthetic
REC_0000787,CAMP_1014,2024-03-07,1069.9,8101,119,12,0,0.0,1.469,8.99,synthetic
REC_0000788,CAMP_1014,2024-03-08,543.66,7211,162,16,0,0.0,2.2466,3.36,synthetic
REC_0000789,CAMP_1014,2024-03-09,623.39,7818,139,13,0,0.0,1.7779,4.48,synthetic
REC_0000790,CAMP_1014,2024-03-10,625.69,4819,75,5,0,0.0,1.5563,8.34,synthetic
REC_0000791,CAMP_1014,2024-03-11,1229.05,13119,199,13,0,0.0,1.5169,6.18,synthetic
REC_0000792,CAMP_1014,2024-03-12,949.27,8361,194,11,0,0.0,2.3203,4.89,synthetic
REC_0000793,CAMP_1014,2024-03-13,1401.45,9638,350,24,1,2742.12,3.6315,4.0,synthetic
REC_0000794,CAMP_1014,2024-03-14,934.59,12636,326,20,0,0.0,2.5799,2.87,synthetic
REC_0000795,CAMP_1014,2024-03-15,840.96,9320,449,29,0,0.0,4.8176,1.87,synthetic
REC_0000796,CAMP_1014,2024-03-16,726.91,4968,214,17,0,0.0,4.3076,3.4,synthetic
REC_0000797,CAMP_1014,2024-03-17,709.65,5763,185,16,0,0.0,3.2101,3.84,synthetic
REC_0000798,CAMP_1014,2024-03-18,1197.54,15465,638,42,1,5496.28,4.1254,1.88,synthetic
REC_0000799,CAMP_1014,2024-03-19,1193.55,16500,498,30,0,0.0,3.0182,2.4,synthetic
REC_0000800,CAMP_1014,2024-03-20,1078.29,10174,118,11,0,0.0,1.1598,9.14,synthetic
REC_0000801,CAMP_1014,2024-03-21,1172.69,8924,327,22,0,0.0,3.6643,3.59,synthetic
REC_0000802,CAMP_1014,2024-03-22,677.69,4956,198,8,0,0.0,3.9952,3.42,synthetic
REC_0000803,CAMP_1014,2024-03-23,635.02,8137,107,6,0,0.0,1.315,5.93,synthetic
REC_0000804,CAMP_1014,2024-03-24,673.11,6016,118,6,0,0.0,1.9614,5.7,synthetic
REC_0000805,CAMP_1014,2024-03-25,954.79,6941,125,10,0,0.0,1.8009,7.64,synthetic
REC_0000806,CAMP_1014,2024-03-26,1186.55,14786,267,21,0,0.0,1.8058,4.44,synthetic
REC_0000807,CAMP_1014,2024-03-27,1117.88,8099,274,14,0,0.0,3.3831,4.08,synthetic
REC_0000808,CAMP_1014,2024-03-28,1300.67,13849,354,39,1,3134.01,2.5561,3.67,synthetic
REC_0000809,CAMP_1014,2024-03-29,766.42,6051,255,19,0,0.0,4.2142,3.01,synthetic
REC_0000810,CAMP_1014,2024-03-30,672.18,7370,195,11,0,0.0,2.6459,3.45,synthetic
REC_0000811,CAMP_1014,2024-03-31,525.1,4674,151,14,0,0.0,3.2306,3.48,synthetic
REC_0000812,CAMP_1014,2024-04-01,1001.07,8987,201,22,0,0.0,2.2366,4.98,synthetic
REC_0000813,CAMP_1014,2024-04-02,1219.82,9861,321,31,1,4711.0,3.2552,3.8,synthetic
REC_0000814,CAMP_1014,2024-04-03,854.75,5716,174,19,0,0.0,3.0441,4.91,synthetic
REC_0000815,CAMP_1014,2024-04-04,875.12,9743,282,16,0,0.0,2.8944,3.1,synthetic
REC_0000816,CAMP_1014,2024-04-05,633.28,6139,108,11,0,0.0,1.7592,5.86,synthetic
REC_0000817,CAMP_1014,2024-04-06,690.2,8716,134,8,0,0.0,1.5374,5.15,synthetic
REC_0000818,CAMP_1014,2024-04-07,791.36,9631,357,32,0,0.0,3.7068,2.22,synthetic
REC_0000819,CAMP_1014,2024-04-08,926.07,8186,300,23,1,4708.46,3.6648,3.09,synthetic
REC_0000820,CAMP_1014,2024-04-09,858.28,7851,361,36,1,2780.11,4.5981,2.38,synthetic
REC_0000821,CAMP_1014,2024-04-10,1115.51,10585,187,15,0,0.0,1.7667,5.97,synthetic
REC_0000822,CAMP_1014,2024-04-11,1280.19,16325,200,10,0,0.0,1.2251,6.4,synthetic
REC_0000823,CAMP_1014,2024-04-12,626.7,4604,90,9,0,0.0,1.9548,6.96,synthetic
REC_0000824,CAMP_1014,2024-04-13,667.91,6233,286,14,0,0.0,4.5885,2.34,synthetic
REC_0000825,CAMP_1014,2024-04-14,553.22,4493,142,15,0,0.0,3.1605,3.9,synthetic
REC_0000826,CAMP_1014,2024-04-15,1459.54,19294,589,42,1,4109.44,3.0528,2.48,synthetic
REC_0000827,CAMP_1014,2024-04-16,1256.7,11565,252,29,0,0.0,2.179,4.99,synthetic
REC_0000828,CAMP_1014,2024-04-17,1231.89,10303,307,27,0,0.0,2.9797,4.01,synthetic
REC_0000829,CAMP_1014,2024-04-18,1476.59,12818,590,43,0,0.0,4.6029,2.5,synthetic
REC_0000830,CAMP_1014,2024-04-19,674.72,9714,104,7,0,0.0,1.0706,6.49,synthetic
REC_0000831,CAMP_1014,2024-04-20,817.05,5904,269,25,0,0.0,4.5562,3.04,synthetic
REC_0000832,CAMP_1014,2024-04-21,701.37,7091,143,9,0,0.0,2.0166,4.9,synthetic
REC_0000833,CAMP_1014,2024-04-22,1071.79,7754,138,15,0,0.0,1.7797,7.77,synthetic
REC_0000834,CAMP_1014,2024-04-23,1541.94,10330,161,16,0,0.0,1.5586,9.58,synthetic
REC_0000835,CAMP_1014,2024-04-24,855.38,10436,220,22,0,0.0,2.1081,3.89,synthetic
REC_0000836,CAMP_1014,2024-04-25,1452.12,16407,803,70,1,3664.95,4.8943,1.81,synthetic
REC_0000837,CAMP_1014,2024-04-26,483.05,4923,148,12,0,0.0,3.0063,3.26,synthetic
REC_0000838,CAMP_1014,2024-04-27,545.62,3901,57,3,0,0.0,1.4612,9.57,synthetic
REC_0000839,CAMP_1014,2024-04-28,710.93,5979,63,3,0,0.0,1.0537,11.28,synthetic
REC_0000840,CAMP_1014,2024-04-29,1431.81,23226,746,86,2,5348.19,3.2119,1.92,synthetic
REC_0000841,CAMP_1014,2024-04-30,1551.96,19296,905,47,2,6375.75,4.6901,1.71,synthetic
REC_0000842,CAMP_1014,2024-05-01,874.13,6756,326,26,1,5085.26,4.8253,2.68,synthetic
REC_0000843,CAMP_1014,2024-05-02,1425.15,11145,290,20,0,0.0,2.6021,4.91,synthetic
REC_0000844,CAMP_1014,2024-05-03,823.45,9464,299,29,0,0.0,3.1593,2.75,synthetic
REC_0000845,CAMP_1014,2024-05-04,524.32,7913,114,10,0,0.0,1.4407,4.6,synthetic
REC_0000846,CAMP_1014,2024-05-05,574.05,6896,77,5,0,0.0,1.1166,7.46,synthetic
REC_0000847,CAMP_1014,2024-05-06,1414.15,12607,582,42,0,0.0,4.6165,2.43,synthetic
REC_0000848,CAMP_1014,2024-05-07,1218.24,15288,737,31,1,6060.83,4.8208,1.65,synthetic
REC_0000849,CAMP_1014,2024-05-08,1408.84,11932,588,51,2,5993.68,4.9279,2.4,synthetic
REC_0000850,CAMP_1014,2024-05-09,1422.37,11725,561,61,1,3952.92,4.7846,2.54,synthetic
REC_0000851,CAMP_1014,2024-05-10,833.29,13450,183,10,0,0.0,1.3606,4.55,synthetic
REC_0000852,CAMP_1015,2024-08-11,3527.93,60695,1181,63,2,4010.74,1.9458,2.99,synthetic
REC_0000853,CAMP_1015,2024-08-12,5319.86,106871,1753,73,1,1402.1,1.6403,3.03,synthetic
REC_0000854,CAMP_1015,2024-08-13,7142.05,100410,978,34,0,0.0,0.974,7.3,synthetic
REC_0000855,CAMP_1015,2024-08-14,7783.83,122374,1619,63,1,2784.78,1.323,4.81,synthetic
REC_0000856,CAMP_1015,2024-08-15,7522.58,224751,3493,124,2,4127.21,1.5542,2.15,synthetic
REC_0000857,CAMP_1015,2024-08-16,3571.53,58605,698,50,0,0.0,1.191,5.12,synthetic
REC_0000858,CAMP_1015,2024-08-17,3848.28,83528,586,19,0,0.0,0.7016,6.57,synthetic
REC_0000859,CAMP_1015,2024-08-18,2622.57,37355,574,35,0,0.0,1.5366,4.57,synthetic
REC_0000860,CAMP_1015,2024-08-19,6600.32,145695,1244,27,1,3568.35,0.8538,5.31,synthetic
REC_0000861,CAMP_1015,2024-08-20,4563.39,141275,1985,137,3,15277.28,1.4051,2.3,synthetic
REC_0000862,CAMP_1015,2024-08-21,4737.25,99674,928,37,0,0.0,0.931,5.1,synthetic
REC_0000863,CAMP_1015,2024-08-22,5841.3,143977,1236,29,1,1732.69,0.8585,4.73,synthetic
REC_0000864,CAMP_1015,2024-08-23,2419.3,43389,242,10,0,0.0,0.5577,10.0,synthetic
REC_0000865,CAMP_1015,2024-08-24,2745.0,36776,625,39,0,0.0,1.6995,4.39,synthetic
REC_0000866,CAMP_1015,2024-08-25,3284.13,57208,1126,43,1,5420.58,1.9683,2.92,synthetic
REC_0000867,CAMP_1015,2024-08-26,4845.16,116751,1882,86,3,3977.73,1.612,2.57,synthetic
REC_0000868,CAMP_1015,2024-08-27,5462.86,80224,819,43,0,0.0,1.0209,6.67,synthetic
REC_0000869,CAMP_1015,2024-08-28,6351.99,130716,1265,42,1,4597.44,0.9677,5.02,synthetic
REC_0000870,CAMP_1015,2024-08-29,6767.55,149186,2877,177,2,5967.32,1.9285,2.35,synthetic
REC_0000871,CAMP_1015,2024-08-30,3837.01,103053,891,57,1,1343.42,0.8646,4.31,synthetic
REC_0000872,CAMP_1015,2024-08-31,2510.34,38168,230,7,0,0.0,0.6026,10.91,synthetic
REC_0000873,CAMP_1015,2024-09-01,3868.69,79393,1076,64,0,0.0,1.3553,3.6,synthetic
REC_0000874,CAMP_1015,2024-09-02,4457.67,90199,574,26,1,2992.65,0.6364,7.77,synthetic
REC_0000875,CAMP_1015,2024-09-03,7248.02,156297,2613,195,3,12651.56,1.6718,2.77,synthetic
REC_0000876,CAMP_1015,2024-09-04,5785.86,98272,1797,120,1,1942.95,1.8286,3.22,synthetic
REC_0000877,CAMP_1015,2024-09-05,7490.08,164803,3237,209,5,17246.12,1.9642,2.31,synthetic
REC_0000878,CAMP_1015,2024-09-06,3659.92,58601,678,53,0,0.0,1.157,5.4,synthetic
REC_0000879,CAMP_1015,2024-09-07,3315.42,93697,1673,96,3,6646.32,1.7855,1.98,synthetic
REC_0000880,CAMP_1015,2024-09-08,3421.2,81647,1374,38,2,10680.99,1.6829,2.49,synthetic
REC_0000881,CAMP_1015,2024-09-09,6570.41,107841,1366,103,2,8407.78,1.2667,4.81,synthetic
REC_0000882,CAMP_1015,2024-09-10,7500.0,125988,1652,126,2,4539.16,1.3112,4.54,synthetic
REC_0000883,CAMP_1015,2024-09-11,4638.43,150075,846,59,0,0.0,0.5637,5.48,synthetic
REC_0000884,CAMP_1015,2024-09-12,4427.66,70395,1075,27,1,3407.06,1.5271,4.12,synthetic
REC_0000885,CAMP_1015,2024-09-13,3596.69,98011,1583,53,1,3122.86,1.6151,2.27,synthetic
REC_0000886,CAMP_1015,2024-09-14,4055.38,57853,575,18,1,3606.84,0.9939,7.05,synthetic
REC_0000887,CAMP_1015,2024-09-15,3379.61,50405,560,26,0,0.0,1.111,6.04,synthetic
REC_0000888,CAMP_1015,2024-09-16,5348.0,87652,1083,73,0,0.0,1.2356,4.94,synthetic
REC_0000889,CAMP_1015,2024-09-17,4914.65,107824,913,63,1,1558.15,0.8468,5.38,synthetic
REC_0000890,CAMP_1015,2024-09-18,7237.3,185453,1656,122,3,9603.41,0.8929,4.37,synthetic
REC_0000891,CAMP_1015,2024-09-19,6893.24,115902,1357,96,2,6104.88,1.1708,5.08,synthetic
REC_0000892,CAMP_1015,2024-09-20,4210.25,86188,454,36,0,0.0,0.5268,9.27,synthetic
REC_0000893,CAMP_1015,2024-09-21,3067.46,60148,543,12,1,2601.29,0.9028,5.65,synthetic
REC_0000894,CAMP_1015,2024-09-22,3372.58,44003,714,16,1,2793.13,1.6226,4.72,synthetic
REC_0000895,CAMP_1015,2024-09-23,4386.71,144443,1751,53,1,2319.46,1.2122,2.51,synthetic
REC_0000896,CAMP_1015,2024-09-24,6734.63,188592,2639,103,3,9861.44,1.3993,2.55,synthetic
REC_0000897,CAMP_1015,2024-09-25,7760.27,221035,2520,83,3,5823.31,1.1401,3.08,synthetic
REC_0000898,CAMP_1016,2024-09-26,5423.58,36609,2631,240,5,18378.42,7.1868,2.06,synthetic
REC_0000899,CAMP_1016,2024-09-27,3066.26,20128,674,55,0,0.0,3.3486,4.55,synthetic
REC_0000900,CAMP_1016,2024-09-28,3896.52,23969,1130,118,4,8260.49,4.7144,3.45,synthetic
REC_0000901,CAMP_1016,2024-09-29,4085.45,31554,1825,167,2,6457.95,5.7837,2.24,synthetic
REC_0000902,CAMP_1016,2024-09-30,7211.22,45564,1976,118,5,30688.42,4.3368,3.65,synthetic
REC_0000903,CAMP_1016,2024-10-01,8834.53,61607,4104,375,5,12697.05,6.6616,2.15,synthetic
REC_0000904,CAMP_1016,2024-10-02,7628.95,48599,3354,261,5,26328.24,6.9014,2.27,synthetic
REC_0000905,CAMP_1016,2024-10-03,8102.11,57550,3477,341,5,18565.73,6.0417,2.33,synthetic
REC_0000906,CAMP_1016,2024-10-04,3027.01,16920,701,68,0,0.0,4.143,4.32,synthetic
REC_0000907,CAMP_1016,2024-10-05,4127.83,45968,2634,261,5,18521.36,5.7301,1.57,synthetic
REC_0000908,CAMP_1016,2024-10-06,3294.86,18962,1085,149,3,14877.02,5.722,3.04,synthetic
REC_0000909,CAMP_1016,2024-10-07,9034.7,78017,5997,887,5,24390.4,7.6868,1.51,synthetic
REC_0000910,CAMP_1016,2024-10-08,6672.54,51424,3366,352,5,18124.85,6.5456,1.98,synthetic
REC_0000911,CAMP_1016,2024-10-09,5444.64,36204,2408,310,5,13859.06,6.6512,2.26,synthetic
REC_0000912,CAMP_1016,2024-10-10,9136.61,59395,2504,194,5,15678.79,4.2158,3.65,synthetic
REC_0000913,CAMP_1016,2024-10-11,2901.04,20390,1582,161,1,4610.52,7.7587,1.83,synthetic
REC_0000914,CAMP_1016,2024-10-12,4686.43,46803,3564,359,5,10136.65,7.6149,1.31,synthetic
REC_0000915,CAMP_1016,2024-10-13,4013.28,33979,2000,166,4,19040.06,5.886,2.01,synthetic
REC_0000916,CAMP_1016,2024-10-14,5371.02,58653,2376,328,4,19142.89,4.0509,2.26,synthetic
REC_0000917,CAMP_1016,2024-10-15,8841.12,62111,3811,499,5,24243.57,6.1358,2.32,synthetic
REC_0000918,CAMP_1016,2024-10-16,6575.09,44260,3499,266,5,12822.19,7.9056,1.88,synthetic
REC_0000919,CAMP_1016,2024-10-17,5690.28,54205,2443,156,5,16777.71,4.507,2.33,synthetic
REC_0000920,CAMP_1016,2024-10-18,3385.48,20340,1450,198,3,14907.55,7.1288,2.33,synthetic
REC_0000921,CAMP_1016,2024-10-19,3562.99,31498,2147,244,5,24170.38,6.8163,1.66,synthetic
REC_0000922,CAMP_1016,2024-10-20,3418.42,31112,1072,75,3,5938.37,3.4456,3.19,synthetic
REC_0000923,CAMP_1016,2024-10-21,6268.53,41911,1704,119,3,13611.59,4.0658,3.68,synthetic
REC_0000924,CAMP_1016,2024-10-22,7553.82,55538,3652,209,5,15848.84,6.5757,2.07,synthetic
REC_0000925,CAMP_1016,2024-10-23,6123.48,39726,2386,220,5,18231.55,6.0061,2.57,synthetic
REC_0000926,CAMP_1016,2024-10-24,6729.56,82764,5261,761,5,29023.7,6.3566,1.28,synthetic
REC_0000927,CAMP_1016,2024-10-25,4156.58,33591,2441,218,5,28256.09,7.2668,1.7,synthetic
REC_0000928,CAMP_1016,2024-10-26,4807.73,35949,1610,227,5,8822.59,4.4786,2.99,synthetic
REC_0000929,CAMP_1016,2024-10-27,4832.67,46112,1735,130,3,10977.29,3.7626,2.79,synthetic
REC_0000930,CAMP_1016,2024-10-28,9670.88,56359,2635,300,3,11493.08,4.6754,3.67,synthetic
REC_0000931,CAMP_1016,2024-10-29,8463.96,70822,4358,616,5,28134.35,6.1535,1.94,synthetic
REC_0000932,CAMP_1016,2024-10-30,9212.61,62368,4551,489,5,20707.54,7.297,2.02,synthetic
REC_0000933,CAMP_1016,2024-10-31,6249.07,46557,1553,230,2,5007.67,3.3357,4.02,synthetic
REC_0000934,CAMP_1016,2024-11-01,5293.02,34483,2713,352,5,26502.17,7.8676,1.95,synthetic
REC_0000935,CAMP_1016,2024-11-02,5219.96,57119,3285,341,5,28890.45,5.7512,1.59,synthetic
REC_0000936,CAMP_1016,2024-11-03,4441.96,51470,4067,564,5,8862.75,7.9017,1.09,synthetic
REC_0000937,CAMP_1016,2024-11-04,5858.86,36457,1703,213,4,29542.76,4.6713,3.44,synthetic
REC_0000938,CAMP_1016,2024-11-05,9610.72,97486,3684,283,5,30536.27,3.779,2.61,synthetic
REC_0000939,CAMP_1016,2024-11-06,6067.15,42348,3124,269,4,19825.47,7.377,1.94,synthetic
REC_0000940,CAMP_1016,2024-11-07,6435.45,51781,3850,437,5,27273.17,7.4352,1.67,synthetic
REC_0000941,CAMP_1016,2024-11-08,3169.58,20827,710,80,2,13173.74,3.409,4.46,synthetic
REC_0000942,CAMP_1016,2024-11-09,2992.52,19149,585,51,2,7945.75,3.055,5.12,synthetic
REC_0000943,CAMP_1016,2024-11-10,4989.45,50271,3303,397,5,15969.78,6.5704,1.51,synthetic
REC_0000944,CAMP_1016,2024-11-11,6755.79,60190,2098,128,5,14733.0,3.4856,3.22,synthetic
REC_0000945,CAMP_1016,2024-11-12,6157.89,43067,2631,209,5,11674.11,6.1091,2.34,synthetic
REC_0000946,CAMP_1016,2024-11-13,5865.34,52530,3940,496,5,12111.12,7.5005,1.49,synthetic
REC_0000947,CAMP_1016,2024-11-14,8840.59,102409,7279,609,5,35811.45,7.1078,1.21,synthetic
REC_0000948,CAMP_1016,2024-11-15,3434.72,30980,1783,115,2,11019.17,5.7553,1.93,synthetic
REC_0000949,CAMP_1016,2024-11-16,3621.16,23271,1399,193,3,17292.89,6.0118,2.59,synthetic
REC_0000950,CAMP_1016,2024-11-17,4016.86,25414,1339,67,5,31189.42,5.2687,3.0,synthetic
REC_0000951,CAMP_1016,2024-11-18,9771.02,81640,5839,716,5,13907.14,7.1521,1.67,synthetic
REC_0000952,CAMP_1016,2024-11-19,7909.16,55481,2110,279,5,16815.51,3.8031,3.75,synthetic
REC_0000953,CAMP_1016,2024-11-20,6443.08,43722,3156,393,5,15992.79,7.2183,2.04,synthetic
REC_0000954,CAMP_1016,2024-11-21,7267.58,52309,1999,293,5,19951.9,3.8215,3.64,synthetic
REC_0000955,CAMP_1016,2024-11-22,4554.75,47710,3102,397,5,9073.45,6.5018,1.47,synthetic
REC_0000956,CAMP_1016,2024-11-23,3738.77,25444,990,81,4,10300.01,3.8909,3.78,synthetic
REC_0000957,CAMP_1016,2024-11-24,3913.13,22121,1763,182,5,25184.44,7.9698,2.22,synthetic
REC_0000958,CAMP_1016,2024-11-25,5657.3,55394,4211,553,5,32482.61,7.6019,1.34,synthetic
REC_0000959,CAMP_1016,2024-11-26,8389.75,82597,4585,263,5,24684.74,5.551,1.83,synthetic
REC_0000960,CAMP_1016,2024-11-27,9582.77,115789,6218,517,5,21940.32,5.3701,1.54,synthetic
REC_0000961,CAMP_1016,2024-11-28,6971.79,71873,3205,464,5,27039.81,4.4593,2.18,synthetic
REC_0000962,CAMP_1016,2024-11-29,3335.92,23202,939,83,1,4199.24,4.0471,3.55,synthetic
REC_0000963,CAMP_1016,2024-11-30,3265.74,33394,1110,81,2,13287.07,3.324,2.94,synthetic
REC_0000964,CAMP_1016,2024-12-01,2894.76,19729,1503,110,3,9293.48,7.6182,1.93,synthetic
REC_0000965,CAMP_1016,2024-12-02,6571.3,49485,3876,336,5,27241.88,7.8327,1.7,synthetic
REC_0000966,CAMP_1016,2024-12-03,5485.6,52194,2585,285,5,8812.17,4.9527,2.12,synthetic
REC_0000967,CAMP_1016,2024-12-04,8427.02,53646,3218,478,5,20064.32,5.9986,2.62,synthetic
REC_0000968,CAMP_1016,2024-12-05,7409.96,63461,3913,208,5,20012.97,6.166,1.89,synthetic
REC_0000969,CAMP_1016,2024-12-06,4385.64,36524,2358,139,5,30150.72,6.456,1.86,synthetic
REC_0000970,CAMP_1016,2024-12-07,3976.78,26802,1565,193,5,13505.96,5.8391,2.54,synthetic
REC_0000971,CAMP_1016,2024-12-08,4109.32,35988,1141,100,2,11936.82,3.1705,3.6,synthetic
REC_0000972,CAMP_1016,2024-12-09,8872.99,50854,1904,242,5,17564.32,3.7441,4.66,synthetic
REC_0000973,CAMP_1016,2024-12-10,8181.79,80163,5445,794,5,31695.22,6.7924,1.5,synthetic
REC_0000974,CAMP_1016,2024-12-11,7197.36,70959,2293,268,5,27876.21,3.2314,3.14,synthetic
REC_0000975,CAMP_1016,2024-12-12,7361.52,54461,3746,548,5,15441.33,6.8783,1.97,synthetic
REC_0000976,CAMP_1016,2024-12-13,5021.52,56961,2108,268,5,11933.58,3.7008,2.38,synthetic
REC_0000977,CAMP_1017,2024-02-24,4213.43,34837,649,31,1,3148.98,1.863,6.49,synthetic
REC_0000978,CAMP_1017,2024-02-25,4639.34,41899,1224,37,3,13837.23,2.9213,3.79,synthetic
REC_0000979,CAMP_1017,2024-02-26,7451.17,88463,876,77,1,1754.2,0.9902,8.51,synthetic
REC_0000980,CAMP_1017,2024-02-27,8875.24,81379,724,36,1,4729.21,0.8897,12.26,synthetic
REC_0000981,CAMP_1017,2024-02-28,10955.1,137280,3771,152,5,19833.71,2.7469,2.91,synthetic
REC_0000982,CAMP_1017,2024-02-29,8440.24,138260,2013,141,2,6395.66,1.456,4.19,synthetic
REC_0000983,CAMP_1017,2024-03-01,5451.1,54117,1084,96,1,4377.36,2.0031,5.03,synthetic
REC_0000984,CAMP_1017,2024-03-02,4242.4,46187,960,79,2,5490.63,2.0785,4.42,synthetic
REC_0000985,CAMP_1017,2024-03-03,4991.47,77071,1376,66,2,7354.83,1.7854,3.63,synthetic
REC_0000986,CAMP_1017,2024-03-04,7885.7,148995,1462,102,2,3579.37,0.9812,5.39,synthetic
REC_0000987,CAMP_1017,2024-03-05,9761.27,157565,1972,193,5,9241.82,1.2515,4.95,synthetic
REC_0000988,CAMP_1017,2024-03-06,10618.75,109005,3206,232,5,21277.04,2.9411,3.31,synthetic
REC_0000989,CAMP_1017,2024-03-07,9394.01,74867,1480,136,3,9921.81,1.9768,6.35,synthetic
REC_0000990,CAMP_1017,2024-03-08,3837.33,42645,697,56,1,3751.93,1.6344,5.51,synthetic
REC_0000991,CAMP_1017,2024-03-09,4614.87,66051,1065,61,2,5105.26,1.6124,4.33,synthetic
REC_0000992,CAMP_1017,2024-03-10,5402.91,69403,1651,142,4,24395.21,2.3789,3.27,synthetic
REC_0000993,CAMP_1017,2024-03-11,8173.9,92494,1102,56,1,2284.37,1.1914,7.42,synthetic
REC_0000994,CAMP_1017,2024-03-12,9244.88,93350,2087,118,4,13047.7,2.2357,4.43,synthetic
REC_0000995,CAMP_1017,2024-03-13,7031.49,71487,787,41,1,2944.78,1.1009,8.93,synthetic
REC_0000996,CAMP_1017,2024-03-14,8448.16,101323,1948,107,1,2260.58,1.9226,4.34,synthetic
REC_0000997,CAMP_1017,2024-03-15,5130.58,95949,904,29,1,2098.69,0.9422,5.68,synthetic
REC_0000998,CAMP_1017,2024-03-16,3332.59,31423,545,26,1,3994.49,1.7344,6.11,synthetic
REC_0000999,CAMP_1017,2024-03-17,5638.37,92835,1109,53,2,7503.32,1.1946,5.08,synthetic
REC_0001000,CAMP_1017,2024-03-18,9041.73,123203,3149,235,5,14704.46,2.5559,2.87,synthetic
REC_0001001,CAMP_1017,2024-03-19,11087.14,185369,2014,98,4,14456.0,1.0865,5.51,synthetic
REC_0001002,CAMP_1017,2024-03-20,11109.42,92635,1672,125,2,8983.66,1.8049,6.64,synthetic
